postURL,isVideo,date_posted,timestamp,likeCount,commentCount,image_url,captions,videoURL
https://www.instagram.com/p/B-_ZjTblmne,True,15/04/2020 11:28:53,1586930333,1242791,28228,https://instagram.fudr1-1.fna.fbcdn.net/v/t51.2885-15/e35/92956172_2635169986697614_2679359370534828595_n.jpg?_nc_ht=instagram.fudr1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=-03eL6cqMBYAX8r9_3H&tp=1&oh=93360ecdcdf170f802d055ace0bbe7a8&oe=5FC6CCC8,,https://instagram.famd5-1.fna.fbcdn.net/v/t50.16885-16/92779256_530833994247432_37727768870850844_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjY0MC5pZ3R2LmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=instagram.famd5-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=wLUU2cZMjqMAX_F5CHd&vs=17869179226707592_1103891244&_nc_vs=HBksFQAYJEdQaXlod1VJYmFscnl1SUJBQndSdDdVMENZWUFidlZCQUFBRhUAAsgBABUAGCRHUC1GaXdXNW9PNlJtVllDQU1EN2FxSTNKSko2YnZWQkFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaQqv%2FVj%2Fu9PxUCKAJDMywXQGliHKwIMScYEmRhc2hfYmFzZWxpbmVfMV92MREAdewHAA%3D%3D&oe=5FC6B749&oh=773af68bf38555d2a45f82f6042ed7a6
https://www.instagram.com/p/CGE_mYIJVWU,True,08/10/2020 15:17:30,1602150450,759448,9126,https://instagram.fudr1-1.fna.fbcdn.net/v/t51.2885-15/e35/120850689_412776493047718_7045847427465422970_n.jpg?_nc_ht=instagram.fudr1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=XM1Uq3yE_9EAX9nwgnf&tp=1&oh=053840151750f3e301b64c9e56f5454a&oe=5FC6B877,,https://scontent-los2-1.cdninstagram.com/v/t50.2886-16/120862896_331367384760212_4351409200489550687_n.mp4?_nc_ht=scontent-los2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=IQRMcWI67mcAX8R0S-e&oe=5FC73A63&oh=615aee8da42b7bb80b68c8c11f1587a0
https://www.instagram.com/p/B_uSA_qlqov,True,03/05/2020 16:39:34,1588504174,1301068,23811,https://instagram.fudr1-1.fna.fbcdn.net/v/t51.2885-15/e35/95261986_672046356913293_3212693670668326560_n.jpg?_nc_ht=instagram.fudr1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=ChWRPwMRi0MAX9itaBH&tp=1&oh=abadb20d3a47e2f89c97655bde02be54&oe=5FC6D3B6,Great gesture by our armed forces.,https://scontent-arn2-1.cdninstagram.com/v/t50.16885-16/10000000_1550939438394445_3726672878856730321_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEyODAuaWd0di5kZWZhdWx0IiwicWVfZ3JvdXBzIjoiW1wiaWdfd2ViX2RlbGl2ZXJ5X3Z0c19vdGZcIl0ifQ&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=101&_nc_ohc=EUv3Ri-PTY8AX-BJamj&vs=18010969852282522_3047208980&_nc_vs=HBksFQAYJEdJQ1dtQUJOTEVzNmtvSUZBTkYyVmhJOXpiY3pidlZCQUFBRhUAAsgBABUAGCRHS094ckFWOURuY0pnT2dBQUxLa0pqU3hNc0pvYnZWQkFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACa0vcq%2Brrj%2BPxUCKAJDMywXQGEe6XjU%2FfQYEmRhc2hfYmFzZWxpbmVfMV92MREAdewHAA%3D%3D&_nc_rid=3b1110da7f&oe=5FC72484&oh=de99b1b258d2261ff5bdd84d5f827cd3
https://www.instagram.com/p/B_Hd8-Nl4PP,True,18/04/2020 14:41:44,1587201104,1108589,17622,https://instagram.fudr1-1.fna.fbcdn.net/v/t51.2885-15/e35/93425160_130021838618526_6329226515017282090_n.jpg?_nc_ht=instagram.fudr1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=N4T_zrRfjSMAX9nOEwo&tp=1&oh=d9c304ace73813b31f36e52442c952ea&oe=5FC6E587,,https://instagram.ftij3-1.fna.fbcdn.net/v/t50.16885-16/93611549_129933021982686_1344974771742542181_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjYyNi5pZ3R2LmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=instagram.ftij3-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=ZWAAHW9J86MAX-eByvJ&vs=18112282276114054_2856912044&_nc_vs=HBksFQAYJEdCMW1sQVhlcjU1akxIWUFBR1dKazgxdFQ2b1NidlZCQUFBRhUAAsgBABUAGCRHRUVTbGdVMGpGaFRTMllBQUFGc2tuNnQ0OWt3YnZWQkFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaMsZr3ycGsQBUCKAJDMywXQF0qn752yLQYEmRhc2hfYmFzZWxpbmVfMV92MREAdewHAA%3D%3D&_nc_rid=ab76ec33ba&oe=5FC69C93&oh=f8212194682c874ca21fb492ab9ff205
https://www.instagram.com/p/CAHlD5Mgs2g,True,13/05/2020 12:16:32,1589352392,1319529,37384,https://instagram.fudr1-1.fna.fbcdn.net/v/t51.2885-15/e35/97140530_1318746348514044_5663643977624758698_n.jpg?_nc_ht=instagram.fudr1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=FhbByPlTQSIAX8xCzfy&tp=1&oh=a37e9358660ec451261ba47866e7d604&oe=5FC6D205,एक विशेष आर्थिक पैकेज जो ‘आत्मनिर्भर भारत अभियान’ की अहम कड़ी के तौर पर काम करेगा।,https://instagram.fabj2-1.fna.fbcdn.net/v/t50.16885-16/10000000_116581166468637_1988332120224951_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEyODAuaWd0di5kZWZhdWx0IiwicWVfZ3JvdXBzIjoiW1wiaWdfd2ViX2RlbGl2ZXJ5X3Z0c19vdGZcIl0ifQ&_nc_ht=instagram.fabj2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=4WYyvWx4FqwAX9dxkJg&vs=17857135327927542_945700422&_nc_vs=HBksFQAYJEdJQ1dtQUFkemdPckIyb0FBTGUwdUtWZ0VBY0FidlZCQUFBRhUAAsgBABUAGCRHRFpJdndVeWp3LUs5OTBBQUUySTY0N0ZmWE0wYnZWQkFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbsudafiL64PxUCKAJDMywXQG2zMzMzMzMYEmRhc2hfYmFzZWxpbmVfMV92MREAdewHAA%3D%3D&oe=5FC6F8B2&oh=8e52b3bd52ef092dfb2636bf2446ad95
https://www.instagram.com/p/B_pQuNflT4m,True,01/05/2020 17:42:15,1588335135,1897226,28981,https://instagram.fudr1-1.fna.fbcdn.net/v/t51.2885-15/e35/95316993_2492466567730656_5771954452346054933_n.jpg?_nc_ht=instagram.fudr1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=0nIh4CxTTTgAX-OkVdy&tp=1&oh=c2347a9952b03373ba0bad60e22cda8a&oe=5FC6CCA6,"This is the spirit of India. 
We will courageously fight COVID-19.

We will remain eternally proud of those working on the frontline.",https://instagram.fsub8-1.fna.fbcdn.net/v/t50.16885-16/95657288_646213326233932_4521869742740088808_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5pZ3R2LmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=instagram.fsub8-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=wskMiLbKfi4AX-mwZKA&vs=17855833522925819_1530468618&_nc_vs=HBksFQAYJEdFaWRzd1ZNWWNKRHVrc0NBT2dubkxpUzZNQV9idlZCQUFBRhUAAsgBABUAGCRHSDd4clFWeG9La1MxT2dCQVBjaU1CNlNJYTFFYnZWQkFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACb2n%2FrmpfK3PxUCKAJDMywXQFKiHKwIMScYEmRhc2hfYmFzZWxpbmVfMV92MREAdewHAA%3D%3D&oe=5FC72D85&oh=ee32723e74b3a70f31458c0df3098200
https://www.instagram.com/p/CEONMDnpjAo,True,23/08/2020 12:07:37,1598164657,1979861,43085,https://instagram.fudr1-1.fna.fbcdn.net/v/t51.2885-15/e35/117632039_199481924873993_6948992366275499180_n.jpg?_nc_ht=instagram.fudr1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=L0d2YRG2c9UAX9Kjj5F&tp=1&oh=adf30b8bd47d44217030bb43f7083273&oe=5FC6D1B3,"भोर भयो, बिन शोर, 
मन मोर, भयो विभोर, 
रग-रग है रंगा, नीला भूरा श्याम सुहाना, 
मनमोहक, मोर निराला। 

रंग है, पर राग नहीं, 
विराग का विश्वास यही, 
न चाह, न वाह, न आह, 
गूँजे घर-घर आज भी गान, 
जिये तो मुरली के साथ
जाये तो मुरलीधर के ताज।

जीवात्मा ही शिवात्मा, 
अंतर्मन की अनंत धारा 
मन मंदिर में उजियारा सारा, 
बिन वाद-विवाद, संवाद
बिन सुर-स्वर, संदेश
मोर चहकता मौन महकता।",https://instagram.fwnp1-1.fna.fbcdn.net/v/t50.16885-16/10000000_339628687216258_5682888132940211608_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEyODAuaWd0di5kZWZhdWx0IiwicWVfZ3JvdXBzIjoiW1wiaWdfd2ViX2RlbGl2ZXJ5X3Z0c19vdGZcIl0ifQ&_nc_ht=instagram.fwnp1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=Rbcl9ChRAx4AX-CKPbk&vs=17894200687595927_2376109401&_nc_vs=HBksFQAYJEdJQ1dtQUNDemtIMzR6UUJBSmdsTDg2bHJOMU9idlZCQUFBRhUAAsgBABUAGCRHRGxTQ3dmQVdVSzZuNlVBQUhBamJ1aUZCYUVNYnZWQkFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACauor%2B6x6vJPxUCKAJDMywXQFrxBiTdLxsYEmRhc2hfYmFzZWxpbmVfMV92MREAdewHAA%3D%3D&oe=5FC6BAB3&oh=ecb84d0ceb788ea9ba8ef78958ad5cbe
https://www.instagram.com/p/CFjySQ4J36V,True,25/09/2020 17:45:43,1601036143,828032,33632,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/120127744_776775893162911_6019448222094651491_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=KoTUaTI1UZgAX-FngLk&tp=1&oh=9b428a0bb92197c95b056cee071c8707&oe=5FC73CC9,,https://scontent-lga3-1.cdninstagram.com/v/t50.16885-16/10000000_996712077436394_8493847370812437339_n.mp4?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=pb_s4FQi__IAX8Xj43_&oe=5FC69597&oh=cda3eae74f792df42101794b6e9791a3
https://www.instagram.com/p/CFcSOnAlGbM,False,22/09/2020 19:50:27,1600784427,865841,18767,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/c0.68.1202.1202a/s640x640/119994358_451382785808468_1527046116315878837_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=48b49kVSf3gAX9K-3Vu&tp=1&oh=8b1ecc2da9617636405bab9259b81d39&oe=5FEFBC44,"Are you already a fitness aficionado? 

Do you intend to make fitness a part of your routine?

Bringing to you, an interesting Fit India Dialogue to discuss aspects related to nutrition, physical health, mental well-being and more...

See you on 24th at 12 noon! #NewIndiaFitIndia",
https://www.instagram.com/p/CEjeSpElv1s,False,31/08/2020 18:19:09,1598878149,4266873,74914,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/c1.0.1276.1276a/s640x640/118599164_681938735731226_2026810620813994298_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=zny-FaslIx8AX-m3ZpY&tp=1&oh=d3bc334fee3d86015f5eaed5f123a4a4&oe=5FEFFAF6,"India grieves the passing away of Shri Pranab Mukherjee. He has left an indelible mark on the development trajectory of our nation. A scholar par excellence, a towering statesman, he was admired across the political spectrum and by all sections of society.

I was new to Delhi in 2014. From Day 1, I was blessed to have the guidance, support and blessings of Shri Pranab Mukherjee. I will always cherish my interactions with him. Condolences to his family, friends, admirers and supporters across India. Om Shanti.",
