postURL,isVideo,date_posted,timestamp,likeCount,commentCount,image_url,videoURL,captions
https://www.instagram.com/p/CHcxh9tDcx9,False,11/11/2020 17:26:46,1605095806,577,22,https://instagram.fbkk22-2.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/124292711_808581776366226_2064898751524477322_n.jpg?_nc_ht=instagram.fbkk22-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=LVImAWQ_8iwAX-3wVzk&tp=1&oh=524019931e8a0014cf3222471d6d5659&oe=5FEFCE47,,"Have you ever heard about Barnacle SEO? 🤔 It's a strategy allowing a website to attach itself to a large website that ranks predominantly for its desired keywords. Smart, huh?

1️⃣ For small business owners, Barnacle SEO is mainly used on third-party local listing websites. A common example in a lot of industries would be Yelp. Other industries have other big players—so step one would be to identify them.

Pro tip: use our Keyword Overview Tool to verify what third-party websites are ranking for your desired keyword. 

2️⃣ Each third-party will have its own ranking system/algorithm. Having a robust profile is likely going to help your listing rank higher on their internal search results (the pages that are ranking for your top keywords). Here’s a standard checklist that could be applied to most third-party listings:

✔️Do we already have a listing? If not, start the process to verify one.
✔️Is the business information correct? Are all available fields filled out? 
✔️Do we have the appropriate primary category chosen?
✔️What additional categories can/should we add?
✔️Are the listing photos great at conveying the service offering?
✔️Are there any available CTAs available for free or a reasonable fee? 
✔️How many reviews does the listing have? 
✔️Where do we currently rank on the results page that ranks well organically?
✔️Outside of sponsored ads at the top, what are the key differences between these listings and ours?

Another ‘potential’ side effect of ranking well on these sites is the theory that it could also help your regular organic rankings.

As search engine bots crawl the page, listings, and thereby, the nofollowed (now a hint) links on the listing could pass some relevance. This is nearly impossible to test but, theoretically, it makes sense. The higher up your ‘link’ is on a page, the more link ‘equity’ you would get compared to your competitors.

Barnacle SEO can be a great strategy, although it should never be the only strategy you have in place. Like your review building strategy, it’s a good idea to diversify your efforts. 

Have you tried this strategy before? Tell us about your experience!

#SEO #SEOtips #SEOstrategy #SEOtactics"
https://www.instagram.com/p/CHaKDFRjdYF,False,10/11/2020 17:03:17,1605007997,474,34,https://instagram.fbkk22-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/124040242_200703438214789_3039865173699003098_n.jpg?_nc_ht=instagram.fbkk22-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=ux1710DHCmcAX8f_Mhk&tp=1&oh=47275382736871fdc317a7c5b3b755cd&oe=5FEFDB9E,,"With more than 3.5 billion Google searches per day 😱, to rank high enough for potential visitors to come across your website, you will need to play by Google’s rules. One of the best ways to ensure that you are making full use of your content is by improving your search engine optimization efforts.

By making small modifications to your website content, you can improve the likelihood of receiving organic website traffic 📈

In this post, we offer you to tale a look at 17 great tactics that you can use to take your site to the next level!

What would be the first SEO tactic that you would implement on you or your client's website in 2021? 👀

#SEO #SEOtips #SEOtactics #SEOstrategy #SEO2021 #Google #Marketing #DigitalMarketing #semrush"
https://www.instagram.com/p/CHXmjZMDVSv,False,09/11/2020 17:14:39,1604922279,1013,42,https://instagram.fbkk22-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/124292159_179091610428440_1085118821103356365_n.jpg?_nc_ht=instagram.fbkk22-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=TQVXclm1vpEAX_HRBHE&tp=1&oh=aa45e688dc34564afe4b467b9be30b98&oe=5FECF319,,"Goals and KPIs are among the most important parts of your SEO strategy, yet one of the most commonly overlooked areas 🏆

Without KPIs, you will not be able to effectively track your campaign's progress and ensure that your efforts are paying off or determine if you are on the right track towards business success.

It is no hidden secret that SEO takes time to deliver results and returns, but by setting KPIs, you can be in a better position to demonstrate the impact that your strategy is having on business.

They can also help you to manage expectations with other stakeholders. SEO KPIs should form the basis of your strategy and act as a way to both measure and report on success and progression, but you need to know what you should be measuring 💡

In this post, we outlined 12 important SEO KPIs you should track! Learn more about each metric in the full post on our blog!

What KPIs do you use to track your SEO performance? Share in the comments 👇

#SEO #SEOtips #SEOperformance #SEOmetrics #SEOkpis #SEOreporting #Google #Marketing #DigitalMarketing"
https://www.instagram.com/p/CHP74IpDBXd,False,06/11/2020 17:47:03,1604665023,691,19,https://instagram.fbkk22-2.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/123663050_374202270686417_7090826484429327608_n.jpg?_nc_ht=instagram.fbkk22-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=21Ce3XarXZgAX8ZUBU9&tp=1&oh=ce9d171be9c4abac88ad5c39c1ee62ad&oe=5FECC5A4,,"Let's talk about H1 heading! 📝

The H1 is an HTML tag that indicates the main heading on a webpage. Usually, it is used to mark up your content's main headline, and it's typically the first visible header on your page. As simple as that!

H1 is often confused with the page title/the <head> element of HTML code. Let us clarify it:

The page title/the <head>: 
-  Is shown in the browser window and search results snippet 
-  Is defined in the HTML <head> section

The H1 tag:
- Is shown on the page itself
- Is a part of the <body> of a page.

If you need to add more creativity to your article, there’s a little more room in the H1 tag than in the title tag. Here’s what you need to consider when writing your H1 heading: 

✏️ Create a unique H1. This will help prevent visitors from getting lost between similar pages on your site.

✏️ Use words like 'how', 'why', 'what', and 'where'. This way, you help people understand what they will find on the page below – guides and how-to articles also drive 2x more traffic than other types.

✏️ Use numbers like 'top 10', '5 best', 'N things…', etc. Articles with list headlines get 2x more traffic and 2x more social shares than other types.

✏️ Describe what is discussed in the text body. The H1 of the page should describe the content; otherwise, Google regards the discrepancy as low content quality.

Pro tip: Our Topic Research can help you quickly find the most resonating headlines. After entering a topic, you’ll instantly see popular headlines with the highest amount of backlinks and social engagement.

#SEO #Content #ContentMarketing #ContentTips #ContentWriting #ContentWritingTips #ContentStrategy #Copywriting #WebCopywriting #WebsiteCopy #ContentCreation #SEObasics #OnPageSEO"
https://www.instagram.com/p/CHNdoEFD8k9,False,05/11/2020 18:44:14,1604582054,558,27,https://instagram.fbkk22-4.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/123970664_2107058882762361_3811676887197271967_n.jpg?_nc_ht=instagram.fbkk22-4.fna.fbcdn.net&_nc_cat=109&_nc_ohc=zfp6NarbiB0AX9HuVi0&tp=1&oh=6f0914be5094c959af9c9bc2881e3552&oe=5FEFCD4F,,"Even if you have a catchy title that makes people click your link in a Google search, how do you help them to understand the topic you’re describing while keeping them from getting bored? 

Every piece of content must be created with a reader in mind ☝️

It’s often overlooked that there’s a link between readability and SEO. Look: readable content is easy for your audience to consume and understand → when content is easy to read, there’s a better chance that your audience will continue reading →  a longer dwell time, lower better bounce rate → better rankings in search 🤯

Check out some helpful tips above to make your content more readable!

💡 Pro tip: Using our SEO Writing Assistant tool, you can quickly find out what level your article’s language should be aimed at, and make your text easy to read right in your Google Doc, WordPress account, or SEMrush interface. The tool will provide  you with the list of recommendations for your content piece on:

→ The target readability for your article and will compare the figure to your current readability. 
→ Content length. The tool will check how long your article is and will set you a target length based on your keywords and will inform you of an estimated reading time.
→ Issues with your title—whether it’s present and if the title length is okay according to Google limits.
→ The tool will detect if you have any content issues—e.g. long paragraphs, hard-to-read sentences, or too complex words.
→ The tool will detect if you have any content issues - e.g. long paragraphs, hard-to-read sentences, or too complex words.

#SEMrush #ContentTips #SEOtips #ContentMarketing #ContentReadability #ContentWriting"
https://www.instagram.com/p/CHKwwvqjETc,False,04/11/2020 17:33:43,1604491423,433,15,https://instagram.fbkk22-2.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/123489221_371699147510586_3493536504154054996_n.jpg?_nc_ht=instagram.fbkk22-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=NGW5ZGLA1QMAX-LHBoQ&tp=1&oh=3309f754fba2c0af7b789c09fe0f1b87&oe=5FEF5299,,"Internal links are arguably one of the most neglected link building tactics in SEO marketing.

🔗Internal links are those that point from one page to another on your site. External links, by contrast, are ones that point to a page on another domain 🔗

Do internal links help SEO? The short answer is ‘yes’. We can break its benefits down into three main points:

💡 Internal links help search engines understand your site’s structure and help search engines find and index the pages on your site.
💡 The right internal linking strategy helps to pass authority between pages on your site and ultimately improve rankings.
💡 Internal linking is also a great way to improve your user experience (UX) by helping your visitors find more interesting content. 

A solid internal linking strategy can help your content rank higher on Google, whether it is new or old.

It doesn’t need to be an overly complex approach either, since, unlike earning external links, you are in full control of every step of the process. With the right data, tools, and planning, you can intuitively roll out a quick strategy that can have big results 🏆

#SEO #SEOtips #InternalLinking #SEOstrategy #DigitalMarketing #Marketing"
https://www.instagram.com/p/CHIWLLHDCQE,False,03/11/2020 19:02:55,1604410375,996,67,https://instagram.fbkk22-3.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/123402608_1701412470028258_7785958848602682486_n.jpg?_nc_ht=instagram.fbkk22-3.fna.fbcdn.net&_nc_cat=110&_nc_ohc=CoXn5kLRoqwAX8LwHWo&tp=1&oh=62aef42c48b3321437af48f0554110bc&oe=5FEECC97,,"2020 is coming to an end! Now it’s time to gear up for 2021 🤓 We’ve outlined the most important SEO trends you should know for 2021!

🤖 Artificial Intelligence will play a larger role in SEO.
Unveiled a few years back, the algorithm—called RankBrain—plays an important role in Google’s ranking factors for SERPs results. 

The big question is, how do you optimize your SEO for RankBrain? While the search engine giant won’t share details, experts believe that user experience signals are the primary determinant. These could include factors from click-through rate to time spent on page. You need to captivate and engage readers with useful, well-organized content.

🎙️ Voice Search will impact search queries.
Thanks to innovations like Google Assistant and Apple’s Siri, voice search technology has come a long way. As technology has gotten better, it’s also gotten more popular.

To optimize for voice search, consider your keywords. Identify longer phrases that people use in everyday conversation. Voice searches tend to do better with longer, more natural-sounding phrasing. 

📱 Mobile-Friendliness will impact search rankings.
In 2019, Google rolled out mobile-first indexing, meaning the search engine looks primarily at the mobile version of a website, considering this the “primary” version instead of the desktop version. 

This change makes sense, given that nearly 73% of internet users will access the internet solely via mobile devices by 2025. 

— Check how effective your mobile site is with Google’s free mobile-friendly test.
— Take a peek at the “mobile usability” report in Google Search Console.
— To make sure your page is user-friendly, you have to ensure that Google can crawl your URLs, so make sure you don’t have a “disallow directive” in place. 
— Beware that Googlebot won’t load content requiring user interactions, like clicking or swiping.
— Make sure Google can see this so-called lazy-loaded content. Finally, ensure you use the same meta robots tags on the desktop and mobile sites.

Read more about 9 other trends in more detail on our blog!

#SEO #SEOtrends #SEO2021 #SEOtips #SearchEngineOptimization #VoiceSearch #SEMrush #DigitalMarketing #marketingtrends"
https://www.instagram.com/p/CHF0n7qDQXA,False,02/11/2020 19:31:16,1604325676,810,32,https://instagram.fbkk22-3.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/123177613_217794976347855_195973358811729605_n.jpg?_nc_ht=instagram.fbkk22-3.fna.fbcdn.net&_nc_cat=103&_nc_ohc=DvmPwIdVz28AX_AyMCo&tp=1&oh=81dcda8bf43528a99b2eea7d9f2eee21&oe=5FEEFABC,,"What could be more exciting than discovering the most visited websites in the world’s top economy? 🤩  Well, nothing, as the US often sets the global trend when it comes to the top sites by traffic received!

Based on data from our Traffic Analytics tool,  we pulled a list of the top 10 most visited websites in the US!

Any surprises here? Do you think that the situation is going to change in one year? 

Wondering what streaming service was the most popular? Who is the media industry leader? Which retailer is the most popular— eBay or Walmart? Check out the full study on our blog!

#USwebsiteRating #MostVisitedWebsites #Traffic #SEMrushData #USdata #SEMrushStats"
https://www.instagram.com/p/CG-AkKejgAv,False,30/10/2020 18:41:41,1604063501,142,46,https://instagram.fbkk22-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/123127487_115650673668168_541538863958499168_n.jpg?_nc_ht=instagram.fbkk22-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=3vA9z7rDbpIAX9lPBba&tp=1&oh=d4a46840389dc162e157cf81e9cd0ea6&oe=5FEEA5AA,,"This year has been difficult, let’s be honest 😅  Let’s imagine you have the opportunity to time travel back to a year ago and say something to past yourself, what would it be?

#FridayFun #2020"
https://www.instagram.com/p/CG7VgwHDHzY,False,29/10/2020 17:47:00,1603973820,402,21,https://instagram.fbkk22-4.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/123027783_273145827353013_757999168228180411_n.jpg?_nc_ht=instagram.fbkk22-4.fna.fbcdn.net&_nc_cat=109&_nc_ohc=Hg6cuUcDOpEAX93eXUi&tp=1&oh=17423630c3b675ee8739aed730fc442d&oe=5FEEBD8E,,"🔗 To earn editorial links, you need something worth linking to — a linkable asset that usually means a better piece of content than anything else on the web. Something that other people will want to link to simply because of how great it is. 

The Skyscraper Technique is an approach that can be used to earn quality editorially placed links at scale, using insights from other top-performing content assets to inform your own approach.

It's a link building tactic that was devised by @briandean of Backlinko as a way to create engaging content that will help you to earn quality editorial links.

And the technique sits on the foundation of 3 core principles:

🏙️ Find popular content that has been linked to from other sites.
You can find top-performing pieces of content by heading to Google and searching for your main target keywords that you are trying to rank for. Use our Backlink Analytics tool to check how many links has a certain piece of content earned. 

🏙️ Create a better piece of content on the same topic and publish it on your own site.
Create a long-form piece of content, go deeper into the topic, and focus on the details people are searching for, add high-quality visuals.

🏙️ Promote your content to the right people and let them know it exists.
Where the Skyscraper Technique is different from other outreach-led link building tactics is that the first step of promotion is to make sure you are promoting to people who have already linked out to similar content to yours. 

It is a common misconception that everything you do has to be totally innovative. 

The Skyscraper Technique is a great way to earn quality links by following a proven process, and it is a tactic that can scale up to drive success. Combining great content with great links remains a recipe for success, and it is a tactic that, when done properly, is a force to be reckoned with 💡

#SEO #SEOtips #LinkBuilding #LinkBuildingTactics #LinkBuildingStrategies #Backlinks #SEOstrategy #DigitalMarketing #Marketing"
https://www.instagram.com/p/CG5Uoz1jSRe,False,28/10/2020 23:00:53,1603906253,463,28,https://instagram.fbkk22-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/123138426_206999297452441_6797483816906447862_n.jpg?_nc_ht=instagram.fbkk22-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=e3Myhx7eJT4AX93GOnu&tp=1&oh=836d054af0d2ca4490a9c4983a233c95&oe=5FEE6B98,,"✏️ How can you determine the success of your digital content? How do you figure out what kind of content attracts your audience and allows you to achieve your goals? You start by measuring and analyzing your performance by looking at the right content marketing metrics! 🎯

In this post we outlined 23 essential content metrics you should be  tracking!

How do you measure your content performance? What are your top-5 metrics to track?

#Content #ContentMarketing #MarketingMetrics #KPIs #DigitalMarketing"
https://www.instagram.com/p/CG2FtQ0DOx0,False,27/10/2020 16:52:42,1603797762,889,36,https://instagram.fbkk22-3.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122610574_913498605848662_3150561903307711118_n.jpg?_nc_ht=instagram.fbkk22-3.fna.fbcdn.net&_nc_cat=110&_nc_ohc=KHEfumBM_ScAX-Qzppq&tp=1&oh=6a3188464de46b719d1a9473f4150104&oe=5FEC5D96,,"How can you reach those coveted top slots in Google? Check out these highlights of the essential Google SEO success factors to understand how to create a website that will succeed.

🚀 High-Quality Content
Your main goal is to deliver value to your readers. To start, ensure every page includes at least 300 words of original content. Content should be broken into shorter chunks, for instance, with H2 subheadings, so it’s easy to scan. 

🚀 On-Page SEO
Content doesn’t just need to be high-quality. It also needs to be optimized for search engines. Start with this basic checklist for on-page SEO:
— Choose one primary keyword for the page and 3-4 related ones.
— Include the primary keyword in your URL, title tag, meta description, and H1.
— Make sure internal links use effective anchor text.
— Include at least one image. 

🚀 Effective Keywords
Your content should include target keywords—basically, what words or phrases users might look for that would ideally lead them to your page. Keywords tell the search engine what your page is about.

🚀 Useful Backlinks
 These are links on other websites that direct people to your site. When your site is consistently referred to by other quality websites, Google recognizes that it’s trusted. Such backlinks are even more useful if the linking website is trustworthy.

 🚀 Security
To ensure your website is secure, use HTTPS encryption. This gives your site SSL certificates, creating a secure connection between your platform and your end-users and protects information that the users might provide to the site, such as passwords.

🚀Crawlability
Crawlability ensures that search engines can find your site. Make it as easy as possible for search engine bots to crawl, index, and understand the type of content you provide.

🚀 Load Speed
Top-ranking Google sites average a load time of fewer than 3 seconds. According to Google webmasters, Google aims for less than a half-second.

🚀 Mobile-Friendliness
You want to create a website that offers a user-friendly experience for both desktop and mobile users—aim for a responsive design, and nix text-blocking ads and pop-ups. Keep it simple.

#SEO #SEOtips #SEObasics"
https://www.instagram.com/p/CC_aRsdjM4_,True,23/07/2020 21:46:32,1595520992,132,5,https://instagram.fcrk2-1.fna.fbcdn.net/v/t51.2885-15/e35/113408771_183530629875145_6322140614058688754_n.jpg?_nc_ht=instagram.fcrk2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=uQHhsnvk0BcAX9z8fEK&tp=1&oh=a9426cb2f66bff30526a0d97b2e72ce0&oe=5FC70E1E,https://instagram.fngo5-1.fna.fbcdn.net/v/t50.16885-16/10000000_163635395240278_2221947437700918223_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEyODAuaWd0di5kZWZhdWx0IiwicWVfZ3JvdXBzIjoiW1wiaWdfd2ViX2RlbGl2ZXJ5X3Z0c19vdGZcIl0ifQ&_nc_ht=instagram.fngo5-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=l_LuyrAINhkAX_sEEQc&vs=17884833571629914_431373529&_nc_vs=HBksFQAYJEdJQ1dtQUJXSVp0VjA1UUFBTV9yd0JWczhkVWVidlZCQUFBRhUAAsgBABUAGCRHSUNXbUFBWFJSbmZ2TFlKQUdRb1V4V3JfR29FYnZWQkFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACa0wt%2FeoYrFPxUCKAJDMywXQInhmZmZmZoYEmRhc2hfYmFzZWxpbmVfMV92MREAdewHAA%3D%3D&oe=5FC70FF6&oh=304baf9ac6a2dbe31c745ec06fd23902,"Choosing the right long-tail keywords isn’t always easy, that's why in this video we will outline some examples and tips on choosing keywords that will get you the results you want 📈

✅ Like this video? Don't forget to subscribe to our YouTube channel! 

#SEO #SEOguide #SEOtips #KeywordResearch #Keywords #Google"
https://www.instagram.com/p/CGz7XxfjFX-,False,26/10/2020 20:43:54,1603725234,318,31,https://instagram.fuln9-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122530329_831181307700369_7918702728354579633_n.jpg?_nc_ht=instagram.fuln9-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=a185x6RMwPAAX_vumII&tp=1&oh=0256c671de3b517d5a25a0d5429a535c&oe=5FF00253,,"How do you know that your website delivers value to the visitors and that they like the contents they see? 🤔 The easiest and the most logical way to measure it is to understand how long they stay on your site. 

But what are the metrics that indicate interaction time? ? Bounce Rate, Time on Page, Dwell time are some of the metrics that get referenced a lot for these purposes. 

All three of these are related to the amount of time users spend on your website.  But what is the actual difference among them? 🤯

Check out this simple breakdown to reduce the confusion:

⏱️ Dwell time: Dwell time is the amount of time that goes by from the moment a user clicks on a search result to the moment they return to the search engine results pages (SERPs). It’s a measurement of a user’s dwelling time—how much time they linger on a page, beginning and ending with the SERPs. 

⏱️ Time on page: This refers to how much time a user spends on a page before navigating elsewhere. That means anywhere else. They could go to another page on your website, to an external link in your content, or even to the SERPs. Time on page is calculated based on two clicks—the click that brings the user to the webpage in question and the click that brings the user away from that page.

⏱️ Bounce rate: If a visitor only visits one page on your website and leaves, this is referred to as a single-page session. The bounce rate consists of a website’s percentage of single-page sessions. The bounce rate can result from a person going back to the SERPs or closing the page. Whether they spend one second or one hour on the page, it will still qualify as a bounce.

Now, if the time on page is low, it could mean that the user got the answer they needed quickly and, therefore, left the website quickly. The same holds true of the bounce rate: After a quick scan, the user may have gotten the details they needed and closed the window.

Dwell time is more telling, however. If the user looked at a webpage briefly and went back to the SERPs, this suggests that the webpage they viewed didn’t give them the information they needed. In short, the user wasn’t satisfied with what they got.

#SEO #SEObasics #DwellTime"
https://www.instagram.com/p/CGsDmvoDZ_l,False,23/10/2020 19:21:55,1603461115,403,21,https://instagram.fuln9-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122244603_349661169597071_7229423145705219695_n.jpg?_nc_ht=instagram.fuln9-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=-NmM6o3f56AAX83Bf99&tp=1&oh=10c5f7e7c4eceec0da7ae4e9da6d0d36&oe=5FED2CE4,,"Have you ever thought about how much do product descriptions impact sales? 🤔

The Nielsen Norman Group study found that 20% of purchase failures are potentially a result of misleading or even missing product information. That's a lot of sales (read: profit) lost, right? 💸

Product descriptions are a key part of running a successful eCommerce business and a good description is your chance to overcome any misgivings your customers may have about spending money.

The heart of how you do this is by convincing the reader that your product offers real value to them in a way that resonates 🙌

Anyone can start writing good product descriptions with practice, and these tips will help you!

#eCommerce #eCommerceSEO #RetailMarketing #SEO #SEOtips #ProductDescription"
https://www.instagram.com/p/CGpO5R_jcpc,False,22/10/2020 17:02:51,1603366371,328,19,https://instagram.fuln9-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122194357_636742753685742_8243857656855009504_n.jpg?_nc_ht=instagram.fuln9-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=IGlz-n2FjfkAX8CrPSq&tp=1&oh=7c4aab512bf7c463c2c2ef6b624449ae&oe=5FEFCFAC,,"Have you noticed that Google has gotten pretty good at understanding and answering the questions you ask?

Let's run a search for ""boy who lives in a cupboard under the stairs."" Of course, Google knows that you mean Harry Potter even when you didn't mention his name. Pure magic, huh? ✨ Actually not. It's a semantic search technology merit.

Semantic search was created to better understand search intent through a search query's contextual meaning.

It drives an enhanced level of understanding behind the meaning of search queries (let's not forget that 15% of searches have never been made before☝️), returning results that are both more relevant but also personalized.

But how does it work? This visual breaks down what is happening when you run this search!

Why is it important? SEOs need to approach optimizing for semantic search, this means:

💡 Thinking about topics, not just keywords. 

💡 Understanding that high-volume keywords matter less than they once did and that long-tail, related keywords and quality content matter more than ever. 

💡 There is a distinct need to analyze and understand search intent before creating content. There is also a need to format your content to fit the query type and the SERP features you may want to win. 

💡 That structured data is a must. 

💡 You should be thinking about how you can create a Knowledge Graph entity.

Think about how your customers are searching for your products, services, and their search intent. Then place this as your primary focus. 

#SEO #SEOtips #Google #SemanticSearch #SearchEngineOptimization #Webmasters #SEObasics #seoguide"
https://www.instagram.com/p/CGnbApPjjMz,False,22/10/2020 00:10:14,1603305614,332,4,https://instagram.fuln9-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122403710_337251817568678_1343624816757770949_n.jpg?_nc_ht=instagram.fuln9-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=7BrMKGYZtaoAX92vJSb&tp=1&oh=7c9ee87ef33b5700b03cca646f4fc9bc&oe=5FEE2CD9,,"Have you ever had so many projects to do you didn’t know where to focus first? Marketing FOMO during these times is STRONG 🤯

The truth is that if everything seems important, nothing really is. That’s why you need a smart way to decide what to focus on first 💡

We’ll share some simple steps that we use here at SEMrush to help you remove confusion from what to work on next.

✔️ Step 1: Collect all your ideas/projects/tasks you have & write them on sticky notes! It could be anything—the ideas you brainstormed with your team or even product feedback from your customers.

✔️ Step 2: Grab a piece of paper or create a Miro board & plot out a simple XY graph where one axis stands for complexity and the other for impact on your project. 

✔️ Step 3: Place your sticky notes filled with ideas on the chart by asking two simple questions, ""How difficult will it be to accomplish this task/idea?"" and ""What impact on your project could it have on a scale of 0 to 10?""

✔️Step 4: When all the ideas are in their place, check our graphic above to see which tasks you should prioritize and which you can postpone!

This simple decision-making framework will help you to confidently say “yes” and “no” to different marketing ideas/projects and allocate your resources on what matters the most!

What ways/frameworks do you use to prioritize your tasks?

#Marketing #DigitalMarketing #MarketingPrioritization #MarketingTips"
https://www.instagram.com/p/CGkMaKyjyHl,False,20/10/2020 18:04:55,1603197295,406,21,https://instagram.fuln9-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122174502_1498601917194149_970941587749513535_n.jpg?_nc_ht=instagram.fuln9-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=tg3dyDSz8JUAX8Q9518&tp=1&oh=bdf85bc66e0e24b516731cb8a7b354a0&oe=5FED4DDE,,"If you've heard it once, you've heard it a million times: content is king 👑  Does this mean that all you have to do is keep publishing blog articles until you build up enough of a cache to make your site a superpower?

Not exactly. Repurposing content is a smart way to use your previous content pieces and revitalize them so they work harder for your business ♻️

When you repurpose your content you can get multiple pieces of content out of just one. It can save your time = resources = money 💸 

Below you can find some content repurpose ideas that worked well for us:

💡Turn a text blog post into an infographic, SlideShare presentation or a video.
💡Segment a long article or video into shorter pieces that you can publish as a series.
💡Combine short content pieces to create a white paper or a long-read article.
💡Create social snippets & informative images with numbers, quotes, highlights from the post and share multiple times across your social media channels
💡Host a webinar and turn the transcription into a blog post.
💡Turn your blog post into a series of educational newsletters.
💡Turn your long read pillar post into an ebook and gate it.

What are your favorite ways to repurpose content? 

#Content #ContentTips #ContentMarketing #ContentRepurposing #ContentStrategy #Marketing #DigitalMarketing"
